1,11886700,0,2506,538706,0,52402,311612(Miss)
1,9428076,230664,4413150,15552110,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22648990,5637030,1638196,176280468,15304198,140,873670(Total)
0,31654,1099252,37604,688926,7066640,0,895398(Miss)
0,22617336,4537778,1600592,175591542,8237558,140,0(Hit)
1,21310086,231462,4376064,16619218,0,52374,310156(Total)
1,11768260,0,2884,152782,0,53032,312620(Miss)
1,9541826,231462,4373180,16466436,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22738408,5728394,1667274,176606332,15357538,140,877618(Total)
0,52276,1081192,40166,668598,7111902,0,893452(Miss)
0,22686132,4647202,1627108,175937734,8245636,140,0(Hit)
1,21181132,234192,4309620,16056068,0,52332,308938(Total)
1,11578406,0,2534,336826,0,52780,314202(Miss)
1,9602726,234192,4307086,15719242,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22717058,5715122,1699950,175210434,15283282,140,880572(Total)
0,21644,1065862,36904,656432,7101276,0,895468(Miss)
0,22695414,4649260,1663046,174554002,8182006,140,0(Hit)
1,21201460,234570,4411708,16314298,0,52388,308574(Total)
1,11509848,0,2226,228522,0,52878,312620(Miss)
1,9691612,234570,4409482,16085776,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22745422,5788748,1657502,176380064,15316406,140,885584(Total)
0,15190,1029784,36400,671314,7057190,0,905044(Miss)
0,22730232,4758964,1621102,175708750,8259216,140,0(Hit)
1,21194180,236096,4795462,16645356,0,52430,308434(Total)
1,11570622,0,2352,477792,0,52920,311318(Miss)
1,9623558,236096,4793110,16167564,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22642620,5839176,1634500,176885912,15361360,140,891688(Total)
0,13090,1007762,44576,671622,7149072,182,905296(Miss)
0,22629530,4831414,1589924,176214290,8212288,0,0(Hit)
1,21196294,235466,4382182,16680426,0,52710,310226(Total)
1,11951576,0,2828,97958,0,52388,312984(Miss)
1,9244718,235466,4379354,16582468,0,322,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23105558,5907370,1545754,173529594,15354710,154,690102(Total)
0,12740,993944,38010,686672,7118188,0,598388(Miss)
0,23092818,4913426,1507744,172842922,8236522,154,91714(Hit)
1,21434784,235620,4309844,16510046,0,52486,307258(Total)
1,11417994,0,2492,394338,0,52850,324576(Miss)
1,10016790,235620,4307352,16115708,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23054556,5759236,2130688,174547492,15349152,154,881034(Total)
0,15428,1099672,17598,566426,7247352,0,904274(Miss)
0,23039128,4659564,2113090,173981066,8101800,154,0(Hit)
1,21436254,234906,5029892,15966048,0,52486,305354(Total)
1,11532444,0,2408,72142,0,52990,313082(Miss)
1,9903810,234906,5027484,15893906,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23167102,5689880,2175404,171968370,15342222,154,608524(Total)
0,17682,1017366,40348,647220,7303758,0,538020(Miss)
0,23149420,4672514,2135056,171321150,8038464,154,70504(Hit)
1,21410760,233618,5157572,15988434,0,53060,307720(Total)
1,11536560,0,2422,262990,0,52892,307482(Miss)
1,9874200,233618,5155150,15725444,0,168,238(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22362984,5712672,2166038,172596830,15323952,154,900186(Total)
0,60494,1228486,17724,573818,7394996,84,898170(Miss)
0,22302490,4484186,2148314,172023012,7928956,70,2016(Hit)
1,21394422,232890,4978526,16000250,0,52402,310072(Total)
1,13132490,0,13132,98196,0,53242,309400(Miss)
1,8261932,232890,4965394,15902054,0,0,672(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22943886,5667844,2213806,175153020,15355256,154,904610(Total)
0,26292,1028384,24528,534030,7220038,0,902762(Miss)
0,22917594,4639460,2189278,174618990,8135218,154,1848(Hit)
1,21278376,234654,5284622,16172240,0,52360,308980(Total)
1,12062568,0,3598,17892,0,53158,308672(Miss)
1,9215808,234654,5281024,16154348,0,0,308(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23149588,5665436,2223256,175805700,15394540,140,908236(Total)
0,25676,1001896,25424,511266,7127022,0,911792(Miss)
0,23123912,4663540,2197832,175294434,8267518,140,0(Hit)
1,21412902,232820,5094670,16255456,0,52500,309694(Total)
1,11908862,0,2464,608510,0,53130,308574(Miss)
1,9504040,232820,5092206,15646946,0,0,1120(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,20697628,5600812,2205350,175747124,15370894,0,916664(Total)
0,32368,1084384,11046,506758,7255864,140,912044(Miss)
0,20665260,4516428,2194304,175240366,8115030,0,4620(Hit)
1,21420714,234808,5359550,15946084,0,53116,308980(Total)
1,11857902,0,196,22834,0,52402,308644(Miss)
1,9562812,234808,5359354,15923250,0,714,336(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23253132,5523420,2209340,175881384,15371258,0,920808(Total)
0,37296,975632,13958,503944,7156968,140,918582(Miss)
0,23215836,4547788,2195382,175377440,8214290,0,2226(Hit)
1,21430178,231574,5303060,16106594,0,52836,309890(Total)
1,11665626,0,56,37254,0,52570,309316(Miss)
1,9764552,231574,5303004,16069340,0,266,574(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22974952,5556110,2212840,176157982,15382122,0,914340(Total)
0,39746,970900,11928,492730,7244020,140,912744(Miss)
0,22935206,4585210,2200912,175665252,8138102,0,1596(Hit)
1,21421232,230286,5320434,16489578,0,52934,309162(Total)
1,11561018,0,0,85708,0,52234,307412(Miss)
1,9860214,230286,5320434,16403870,0,700,1750(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22808842,5529006,2293494,176331428,15325660,0,918932(Total)
0,42140,976220,12544,495572,7216916,140,903154(Miss)
0,22766702,4552786,2280950,175835856,8108744,0,15778(Hit)
1,21426496,230804,5136866,15891316,0,52864,310184(Total)
1,11667110,0,98,18116,0,52444,310058(Miss)
1,9759386,230804,5136768,15873200,0,420,126(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22658748,5723382,2300186,175522228,15522332,0,928872(Total)
0,44352,987420,27440,501760,7098140,126,917546(Miss)
0,22614396,4735962,2272746,175020468,8424192,0,11326(Hit)
1,21551264,233226,5390196,16517298,0,52976,308476(Total)
1,11595486,0,112,43512,0,52696,309582(Miss)
1,9955778,233226,5390084,16473786,0,280,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22982232,5665478,2288454,176704430,15511916,14,925246(Total)
0,42378,973588,28532,512848,7150052,112,924574(Miss)
0,22939854,4691890,2259922,176191582,8361864,0,672(Hit)
1,21288554,232162,5056632,16389674,0,52836,309526(Total)
1,11566842,0,588,75852,0,52206,309316(Miss)
1,9721712,232162,5056044,16313822,0,630,210(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22769558,5624598,2191952,176420384,15523452,0,929166(Total)
0,44688,983066,25634,497252,7154672,154,929054(Miss)
0,22724870,4641532,2166318,175923132,8368780,0,112(Hit)
1,21325094,230468,5446952,16041102,0,53186,308406(Total)
1,11513544,0,238,30800,0,52626,310968(Miss)
1,9811550,230468,5446714,16010302,0,560,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,20324500,4978750,2251970,175532700,15515598,0,899724(Total)
0,97230,1369228,14434,453642,7583100,126,916314(Miss)
0,20227270,3609522,2237536,175079058,7932498,0,0(Hit)
1,20985006,229586,5180364,16157456,0,52836,304990(Total)
1,11577188,0,8190,191086,0,52360,308910(Miss)
1,9407818,229586,5172174,15966370,0,476,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22843716,5821998,2258074,178920238,15516942,0,916202(Total)
0,47460,1031534,113764,484246,7192822,168,930104(Miss)
0,22796256,4790464,2144310,178435992,8324120,0,0(Hit)
1,21205464,231042,5410104,17091382,0,52864,304752(Total)
1,12262208,0,11746,722022,0,52402,308406(Miss)
1,8943256,231042,5398358,16369360,0,462,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22232672,5959002,2279522,178851246,15491098,0,909118(Total)
0,40964,983794,402654,472304,7230468,140,930804(Miss)
0,22191708,4975208,1876868,178378942,8260630,0,0(Hit)
1,21181706,231378,5337570,16345602,0,52934,304990(Total)
1,12212774,0,159012,52612,0,52654,310450(Miss)
1,8968932,231378,5178558,16292990,0,280,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22884414,6010424,1805104,180215826,15499960,0,929586(Total)
0,35056,985894,312242,489748,7186228,140,912478(Miss)
0,22849358,5024530,1492862,179726078,8313732,0,17108(Hit)
1,21197204,232890,4909212,15997408,0,53018,310576(Total)
1,11877180,0,22092,66206,0,52444,303296(Miss)
1,9320024,232890,4887120,15931202,0,574,7280(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23023126,6043870,1782592,179843622,15502186,140,931112(Total)
0,36302,969136,349846,474166,7221774,140,934598(Miss)
0,22986824,5074734,1432746,179369456,8280412,0,0(Hit)
1,21247072,233786,4687438,16113174,0,52486,309386(Total)
1,11801930,0,33740,23800,0,52626,310226(Miss)
1,9445142,233786,4653698,16089374,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22546692,6031256,1687546,180557440,15498966,140,936432(Total)
0,52444,971516,309190,491414,7191268,140,936348(Miss)
0,22494248,5059740,1378356,180066026,8307698,0,84(Hit)
1,21205450,233310,4817008,15760836,0,52346,309946(Total)
1,11717258,0,49714,111566,0,52486,307286(Miss)
1,9488192,233310,4767294,15649270,0,0,2660(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22648598,6048434,1697472,180280436,15515724,224,924966(Total)
0,23338,964936,328692,508886,7212072,140,942452(Miss)
0,22625260,5083498,1368780,179771550,8303652,84,0(Hit)
1,21202146,233758,4504276,15647702,0,52206,309806(Total)
1,11739308,0,39508,33348,0,52472,309456(Miss)
1,9462838,233758,4464768,15614354,0,0,350(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22439788,6040160,1707860,180248586,15477980,140,937076(Total)
0,8862,963718,327054,475636,7248780,154,936306(Miss)
0,22430926,5076442,1380806,179772950,8229200,0,770(Hit)
1,21109592,233520,4625712,16033136,0,52556,309190(Total)
1,11615660,0,34804,62524,0,52542,309540(Miss)
1,9493932,233520,4590908,15970612,0,14,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22981546,6038998,1667302,179313414,15509410,140,943404(Total)
0,21532,957474,268380,478058,7214060,154,939288(Miss)
0,22960014,5081524,1398922,178835356,8295350,0,4116(Hit)
1,21198310,233744,4698526,16420166,0,52458,309568(Total)
1,11788840,0,80892,93996,0,52318,308294(Miss)
1,9409470,233744,4617634,16326170,0,140,1274(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22585220,6117524,1792966,179479776,15342026,140,936852(Total)
0,15526,944356,316022,495418,7253218,14,941430(Miss)
0,22569694,5173168,1476944,178984358,8088808,126,0(Hit)
1,21209874,235074,4624760,15953770,0,52766,308854(Total)
1,11668944,0,34118,41370,0,52850,309456(Miss)
1,9540930,235074,4590642,15912400,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22334186,4623598,7771260,159727624,15472786,140,891814(Total)
0,13496,951314,629076,1560048,9703078,14,893144(Miss)
0,22320690,3672284,7142184,158167576,5769708,126,0(Hit)
1,21234920,235256,6904212,16575888,0,52514,309722(Total)
1,11428284,0,42196,989072,0,52808,308504(Miss)
1,9806636,235256,6862016,15586816,0,0,1218(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22189762,6071786,3635394,177479946,15425032,140,935144(Total)
0,13356,1121470,41104,464590,7563122,14,925904(Miss)
0,22176406,4950316,3594290,177015356,7861910,126,9240(Hit)
1,21213276,235004,5932528,16297498,0,52556,308952(Total)
1,12459622,0,69244,116970,0,53018,307510(Miss)
1,8753654,235004,5863284,16180528,0,0,1442(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22945692,6128612,3018400,177705402,15358266,112,937664(Total)
0,6524,996940,35826,467530,7362516,0,939120(Miss)
0,22939168,5131672,2982574,177237872,7995750,112,0(Hit)
1,21224014,235676,6431516,16985626,0,52654,307888(Total)
1,12176976,0,9044,287658,0,52962,307846(Miss)
1,9047038,235676,6422472,16697968,0,0,42(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23040052,6111756,2987446,175741412,15401288,140,937202(Total)
0,8974,976388,36162,484904,7403074,0,939974(Miss)
0,23031078,5135368,2951284,175256508,7998214,140,0(Hit)
1,21237370,233800,6355174,16459618,0,52528,307230(Total)
1,12069190,0,28756,113106,0,53032,309470(Miss)
1,9168180,233800,6326418,16346512,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23359280,6118266,2802044,176581776,15382500,140,935060(Total)
0,3136,951384,36652,492730,7385770,84,947968(Miss)
0,23356144,5166882,2765392,176089046,7996730,56,0(Hit)
1,21431830,232932,6622882,16626036,0,52570,306460(Total)
1,11952164,0,28812,78022,0,52990,308014(Miss)
1,9479666,232932,6594070,16548014,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22508570,6147694,3055220,176301538,15373750,140,937440(Total)
0,8582,947226,37282,498050,7417914,0,948066(Miss)
0,22499988,5200468,3017938,175803488,7955836,140,0(Hit)
1,21428400,235270,6259064,16301992,0,52402,308896(Total)
1,11871398,0,12684,52416,0,52752,309568(Miss)
1,9557002,235270,6246380,16249576,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23348332,6160826,3230780,175911428,15378188,140,929502(Total)
0,10388,944860,35308,514360,7467362,14,947492(Miss)
0,23337944,5215966,3195472,175397068,7910826,126,0(Hit)
1,21423318,234794,5996746,16671816,0,52682,305844(Total)
1,11728052,0,13020,42070,0,52976,309568(Miss)
1,9695266,234794,5983726,16629746,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23112754,6149752,3618930,174740412,15384292,140,955556(Total)
0,12264,955780,40446,621502,7621222,0,929054(Miss)
0,23100490,5193972,3578484,174118910,7763070,140,26502(Hit)
1,21354606,233996,5451138,16787694,0,52570,311640(Total)
1,11501616,0,17290,52556,0,52808,305942(Miss)
1,9852990,233996,5433848,16735138,0,0,5698(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22663858,6183366,2225342,175667044,15369984,140,952434(Total)
0,14980,953890,41356,703136,7523390,0,931378(Miss)
0,22648878,5229476,2183986,174963908,7846594,140,21056(Hit)
1,21532742,235592,4894064,16281902,0,52682,310926(Total)
1,11468996,0,5446,234822,0,52808,305984(Miss)
1,10063746,235592,4888618,16047080,0,0,4942(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23223032,6172978,1712522,173958036,15375514,140,955542(Total)
0,15666,950866,65814,916678,7573972,0,928662(Miss)
0,23207366,5222112,1646708,173041358,7801542,140,26880(Hit)
1,21529214,234094,4531478,16161488,0,52374,311864(Total)
1,11646138,0,26040,140658,0,53032,307300(Miss)
1,9883076,234094,4505438,16020830,0,0,4564(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22488676,6158838,1687336,175513898,15341452,140,860678(Total)
0,14182,956102,44786,803488,7464716,0,663432(Miss)
0,22474494,5202736,1642550,174710410,7876736,140,197246(Hit)
1,21530852,236082,4837686,16881438,0,53270,309596(Total)
1,11501924,0,11410,195972,0,53046,294364(Miss)
1,10028928,236082,4826276,16685466,0,224,15232(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22354640,6002962,1794618,174607664,15409394,0,947702(Total)
0,19194,1152718,16688,610302,7522914,140,937972(Miss)
0,22335446,4850244,1777930,173997362,7886480,0,9730(Hit)
1,21429086,233352,4596830,16594284,0,52724,310352(Total)
1,12852854,0,14630,350728,0,52206,309554(Miss)
1,8576232,233352,4582200,16243556,0,518,798(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23148076,6006812,1649648,173535642,15409352,0,949480(Total)
0,12754,987980,5628,819854,7612836,140,943936(Miss)
0,23135322,5018832,1644020,172715788,7796516,0,5544(Hit)
1,21432950,231420,4336668,15917706,0,52878,311416(Total)
1,12091352,0,14,238910,0,52612,310702(Miss)
1,9341598,231420,4336654,15678796,0,266,714(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23345238,6019454,1632442,173945548,15381240,0,960680(Total)
0,20832,975408,7042,858662,7618016,140,949606(Miss)
0,23324406,5044046,1625400,173086886,7763224,0,11074(Hit)
1,21449260,232162,4427164,16205560,0,52584,310562(Total)
1,11744488,0,7924,215670,0,52780,310114(Miss)
1,9704772,232162,4419240,15989890,0,0,448(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23208136,6030164,1628998,173600504,15395632,0,955766(Total)
0,13118,956116,6818,816228,7603596,140,949032(Miss)
0,23195018,5074048,1622180,172784276,7792036,0,6734(Hit)
1,21427070,232722,4386914,16449692,0,52472,311290(Total)
1,11722956,0,280,211526,0,52822,309974(Miss)
1,9704114,232722,4386634,16238166,0,0,1316(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22431374,5987940,1823136,174239296,15504398,0,956382(Total)
0,14266,955248,7070,895202,7673596,140,952658(Miss)
0,22417108,5032692,1816066,173344094,7830802,0,3724(Hit)
1,21451500,231476,4603550,15850492,0,52542,311248(Total)
1,11731370,0,322,163716,0,52934,310422(Miss)
1,9720130,231476,4603228,15686776,0,0,826(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22695372,6005650,1704318,172730740,15494500,0,958048(Total)
0,16772,963438,10430,852544,7597646,140,946946(Miss)
0,22678600,5042212,1693888,171878196,7896854,0,11102(Hit)
1,21245700,230706,4495106,16066078,0,52584,311290(Total)
1,11508756,0,0,185962,0,52920,310912(Miss)
1,9736944,230706,4495106,15880116,0,0,378(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22686832,5994828,1678390,172874674,15496530,0,944986(Total)
0,13888,951916,6356,767886,7598150,140,939540(Miss)
0,22672944,5042912,1672034,172106788,7898380,0,5446(Hit)
1,21250348,232050,4459392,16109856,0,52388,310814(Total)
1,11407648,0,210,167006,0,52864,310114(Miss)
1,9842700,232050,4459182,15942850,0,0,700(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22691900,5981122,1746108,168577808,15490398,0,957418(Total)
0,21224,966182,5236,633444,7612360,140,939218(Miss)
0,22670676,5014940,1740872,167944364,7878038,0,18200(Hit)
1,21219002,231826,4479342,16585506,0,52500,311934(Total)
1,11491340,0,28,100324,0,52486,308560(Miss)
1,9727662,231826,4479314,16485182,0,14,3374(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22546664,5953654,1792140,170996042,15506274,0,954422(Total)
0,17906,958482,4928,539812,7673904,140,939890(Miss)
0,22528758,4995172,1787212,170456230,7832370,0,14532(Hit)
1,21175196,228494,4568592,17346168,0,52892,309778(Total)
1,11363394,0,84,151494,0,52444,307846(Miss)
1,9811802,228494,4568508,17194674,0,448,1932(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22722770,6040286,1699698,166158356,15503614,0,605528(Total)
0,16142,956914,9520,534604,7799974,224,705390(Miss)
0,22706628,5083372,1690178,165623752,7703640,0,0(Hit)
1,21214564,232414,4583474,17165694,0,52766,307258(Total)
1,11717384,0,14,60410,0,52598,306418(Miss)
1,9497180,232414,4583460,17105284,0,168,840(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,15551214,5266646,1719536,169157366,15501458,14,925484(Total)
0,173530,1504510,5404,461538,8184274,140,921676(Miss)
0,15377684,3762136,1714132,168695828,7317184,0,3808(Hit)
1,21238910,230944,4559912,17936128,0,52556,307370(Total)
1,12751788,0,1414,304598,0,52514,308252(Miss)
1,8487122,230944,4558498,17631530,0,42,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22508724,6020532,1524432,170278752,15506960,140,931084(Total)
0,826,1039122,17318,506366,7787402,140,955150(Miss)
0,22507898,4981410,1507114,169772386,7719558,0,0(Hit)
1,21201040,232624,4327666,17340372,0,51716,309358(Total)
1,12399604,0,2324,86884,0,52738,311108(Miss)
1,8801436,232624,4325342,17253488,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,22662164,6023318,1668436,171229142,15498854,140,944384(Total)
0,6622,990500,54320,540274,7677852,140,967624(Miss)
0,22655542,5032818,1614116,170688868,7821002,0,0(Hit)
1,21226926,230874,4977000,17596502,0,51884,306852(Total)
1,11931710,0,3668,133462,0,52570,311304(Miss)
1,9295216,230874,4973332,17463040,0,0,0(Hit)
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,23111718,6058990,1540686,172469360,15501990,140,938518(Total)
0,3178,958958,19642,537530,7751660,140,968534(Miss)
0,23108540,5100032,1521044,171931830,7750330,0,0(Hit)
1,21365190,232484,4397148,17425478,0,52640,305690(Total)
1,11970266,0,3640,220206,0,52346,311626(Miss)
1,9394924,232484,4393508,17205272,0,294,0(Hit)
